"IDFAUNA","IDLOCALIDAD","IDPUBLICACION","UNIDAD_DE_ANALISIS","DETERMINACION","IDESPECIEVALIDA","revisado","VALIDEZ","CONFIANZA","NMI","NUM_EJEMPLARES","CONTEXTO","MODIFICACION","suma_para_tabla_fauna"
245,1.00,4.00,"ND","Bassariscus sonoitensis",388.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
246,23.00,4.00,"ND","Conepatus leuconotus",350.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
247,23.00,4.00,"ND","Canis rufus",321.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
248,23.00,4.00,"ND","Canis cedazoensis",313.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
249,1.00,5.00,"ND","Equus conversidens",505.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
250,24.00,5.00,"ND","elefante",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
251,25.00,5.00,"ND","elefante",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
252,26.00,5.00,"ND","elefante",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
253,27.00,5.00,"ND","elefante",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
254,28.00,5.00,"ND","caballo",500.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
255,28.00,5.00,"ND","elefante",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
256,91.00,5.00,"ND","Bison chaneyi",577.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
257,91.00,5.00,"ND","Bison occidentalis",575.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
258,91.00,5.00,"ND","Euceratherium collinum",583.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
259,153.00,5.00,"ND","elefante",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
260,153.00,5.00,"ND","caballo",500.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
261,30.00,5.00,"ND","cf. Brachyostracon",37.00,1,1,"P",999999999.00,999999999.00,"ND","ND",1.00
262,1.00,6.00,"ND","Desmodus stocki",147.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
263,1.00,7.00,"ND","Leptonycteris nivalis",162.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
264,1.00,7.00,"ND","Desmodus stocki",147.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
265,1.00,7.00,"ND","Eptesicus fuscus",224.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
266,1.00,7.00,"ND","Lasiurus cinereus",235.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
267,1.00,7.00,"ND","Plecotus tetralophodon",221.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
268,4.00,7.00,"ND","Peropteryx macrotis",97.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
269,4.00,7.00,"ND","Pteronotus parnelli",113.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
270,4.00,7.00,"ND","Mormoops megalophylla",109.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
271,4.00,7.00,"ND","Chrotopterus auritus",137.00,1,1,"S",999999999.00,6.00,"ND","ND",1.00
272,4.00,7.00,"ND","Glossophaga soricina",157.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
273,4.00,7.00,"ND","Sturnira lilium",189.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
274,4.00,7.00,"ND","Artibeus jamaicensis",121.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
275,4.00,7.00,"ND","Chiroderma villosum",132.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
276,4.00,7.00,"ND","Desmodus cf. draculae",144.00,1,1,"P",999999999.00,2.00,"ND","ND",1.00
277,4.00,7.00,"ND","Desmodus rotundus",145.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
278,4.00,7.00,"ND","Diphylla ecaudata",150.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
279,4.00,7.00,"ND","Eptesicus furinalis",223.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
280,4.00,7.00,"ND","Lasiurus ega",236.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
281,4.00,7.00,"ND","Lasiurus intermedius",237.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
282,4.00,7.00,"ND","Tadarida laticaudata",294.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
283,5.00,7.00,"ND","Myotis sp.",256.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
284,5.00,7.00,"ND","Antrozous pallidus",214.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
285,5.00,7.00,"ND","Tadarida sp.",300.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
286,2.00,7.00,"ND","Mormoops megalophylla",109.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
287,2.00,7.00,"ND","Desmodus stocki",147.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
288,6.00,7.00,"ND","Desmodus stocki",147.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
289,6.00,7.00,"ND","Euceratherium sp.",583.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
290,7.00,7.00,"ND","Myotis sp.",256.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
291,8.00,7.00,"ND","Mormoops megalophylla",109.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
292,8.00,7.00,"ND","Macrotus cf. californicus",170.00,1,1,"P",999999999.00,2.00,"ND","ND",1.00
293,8.00,7.00,"ND","Leptonycteris curasoae",161.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
294,8.00,7.00,"ND","Desmodus stocki",147.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
295,8.00,7.00,"ND","Myotis sp.",256.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
296,9.00,7.00,"ND","Pteronotus parnelli",113.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
297,9.00,7.00,"ND","Mormoops megalophylla",109.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
298,9.00,7.00,"ND","Mimon cozumelae",179.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
299,9.00,7.00,"ND","Artibeus jamaicensis",121.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
300,9.00,7.00,"ND","Eptesicus furinalis",223.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
301,10.00,7.00,"ND","Balantiopteryx io",89.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
302,10.00,7.00,"ND","Leptonycteris nivalis",162.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
303,10.00,7.00,"ND","Artibeus jamaicensis",121.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
304,10.00,7.00,"ND","Myotis sp.",256.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
305,10.00,7.00,"ND","Lasionycteris cf. noctivagans",231.00,1,1,"P",999999999.00,1.00,"ND","ND",1.00
306,10.00,7.00,"ND","Tadarida aurispinosa",292.00,1,1,"S",999999999.00,6.00,"ND","ND",1.00
307,10.00,7.00,"ND","Tadarida laticaudata",294.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
308,10.00,7.00,"ND","Eumops perotis",280.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
309,1.00,9.00,"ND","Conepatus mesoleucos (sic)",351.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
310,1.00,9.00,"ND","Taxidea taxus",373.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
311,12.00,9.00,"ND","Canis latrans",319.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
312,12.00,9.00,"ND","Canis lupus",320.00,1,1,"S",999999999.00,14.00,"ND","ND",1.00
313,12.00,9.00,"ND","Arctodus pristinus",402.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
314,12.00,9.00,"ND","Procyon lotor",398.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
315,12.00,9.00,"ND","Conepatus mesoleucos (sic)",351.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
316,12.00,9.00,"ND","Lutra canadensis",360.00,1,1,"S",999999999.00,13.00,"ND","ND",1.00
317,12.00,9.00,"ND","Smilodon californicus",343.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
318,12.00,9.00,"ND","Canis latrans",319.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
319,12.00,9.00,"ND","Canis lupus",320.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
320,12.00,9.00,"ND","Lutra canadensis",360.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
321,12.00,9.00,"ND","Smilodon californicus",343.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
322,13.00,9.00,"ND","Canis lupus",320.00,1,1,"S",999999999.00,8.00,"ND","ND",1.00
323,13.00,9.00,"ND","Mephitis macroura",362.00,1,1,"S",999999999.00,6.00,"ND","ND",1.00
324,3.00,9.00,"ND","Smilodon californicus",343.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
325,3.00,9.00,"ND","Canis latrans",319.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
326,3.00,9.00,"ND","Felis atrox",337.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
327,14.00,9.00,"ND","Canis latrans",319.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
328,15.00,9.00,"ND","Arctodus pristinus",402.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
329,16.00,9.00,"ND","Taxidea taxus",373.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
330,17.00,9.00,"ND","Felis atrox",337.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
331,1.00,10.00,"ND","Navahoceros fricki",553.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
332,1.00,11.00,"ND","Canis dirus",316.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
333,1.00,11.00,"ND","Nothrotherium",50.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
334,1.00,11.00,"ND","Equus",518.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
335,1.00,11.00,"ND","Tetrameryx",571.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
336,1.00,11.00,"ND","Felis atrox",337.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
337,1.00,11.00,"ND","Felis onca",338.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
338,1.00,11.00,"ND","Smilodon",345.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
339,1.00,12.00,"ND","Urocyon cinereoargenteus",325.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
340,1.00,13.00,"ND","Stockoceros conklingi",567.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
341,1.00,13.00,"ND","Preptoceras",583.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
342,1.00,13.00,"ND","Equus",518.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
343,1.00,13.00,"ND","Nothrotherium",50.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
344,1.00,13.00,"ND","Smilodon",345.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
345,1.00,13.00,"ND","Aenocyon",316.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
346,1.00,13.00,"ND","Marmota",605.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
347,1.00,13.00,"ND","Citellus",627.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
348,1.00,13.00,"ND","Sciurus",616.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
349,1.00,13.00,"ND","Thomomys",668.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
350,1.00,13.00,"ND","Liomys",710.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
351,1.00,13.00,"ND","Reithrodontomys",858.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
352,1.00,13.00,"ND","Peromyscus",842.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
353,1.00,13.00,"ND","Sigmodon",876.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
354,1.00,13.00,"ND","Neotoma",771.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
355,1.00,13.00,"ND","Synaptomys cooperi",877.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
356,1.00,13.00,"ND","Microtus",745.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
357,1.00,13.00,"ND","Sylvilagus leonensis",924.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
358,1.00,14.00,"ND","Cryptotis mexicana",60.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
359,1.00,15.00,"ND","Equus conversidens",505.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
360,3.00,15.00,"ND","Equus conversidens",505.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
361,3.00,15.00,"ND","Equus tau",519.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
362,19.00,15.00,"ND","Equus conversidens",505.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
363,1.00,16.00,"ND","Equus conversidens leoni",505.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
364,1.00,17.00,"ND","Sorex cinereus",69.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
365,1.00,17.00,"ND","Sorex saussurei",76.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
366,1.00,17.00,"ND","Cryptotis mexicana",60.00,1,1,"S",999999999.00,23.00,"ND","ND",1.00
367,92.00,18.00,"ND","Erethizontidae",885.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
368,93.00,18.00,"ND","Erethizon dorsatum",886.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
369,1.00,19.00,"ND","Liomys irroratus",707.00,1,1,"S",999999999.00,217.00,"ND","ND",1.00
370,1.00,19.00,"ND","Reithrodontomys megalotis",854.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
371,1.00,19.00,"ND","Orthogeomys onerosus",661.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
372,1.00,20.00,"ND","Bassariscus sonoitensis",388.00,1,1,"S",1.00,1.00,"ND","ND",1.00
373,1.00,20.00,"ND","Mustela reliquus",365.00,1,1,"S",1.00,2.00,"ND","ND",1.00
374,1.00,20.00,"ND","Spilogale putorius",369.00,1,1,"S",1.00,1.00,"ND","ND",1.00
375,1.00,20.00,"ND","Mephitis mephitis",363.00,1,1,"S",2.00,2.00,"ND","ND",1.00
376,1.00,20.00,"ND","Conepatus cf. mesoleucus",351.00,1,1,"P",1.00,1.00,"ND","ND",1.00
377,1.00,20.00,"ND","Taxidea cf. taxus",373.00,1,1,"P",1.00,1.00,"ND","ND",1.00
378,1.00,21.00,"ND","Plecotus tetralophodon",221.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
379,1.00,22.00,"ND","Corynorhinus tetralophodon",221.00,1,1,"S",1.00,1.00,"ND","ND",1.00
380,1.00,23.00,"ND","Oreamnos harringtoni",586.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
381,1.00,24.00,"ND","Sorex cinereus",69.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
382,1.00,24.00,"ND","Sorex saussurei",76.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
383,1.00,24.00,"ND","Cryptotis mexicana",60.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
384,1.00,24.00,"ND","Leptonycteris nivalis",162.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
385,1.00,24.00,"ND","Desmodus stocki",147.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
386,1.00,24.00,"ND","Eptesicus fuscus",224.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
387,1.00,24.00,"ND","Lasiurus cinereus",235.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
388,1.00,24.00,"ND","Plecotus tetralophodon",221.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
389,1.00,24.00,"ND","Nothrotherium sp.",50.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
390,1.00,24.00,"ND","Sylvilagus",926.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
391,1.00,24.00,"ND","Sylvilagus leonensis",924.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
392,1.00,24.00,"ND","Marmota",605.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
393,1.00,24.00,"ND","Spermophilus cf. spilosoma",628.00,1,1,"P",999999999.00,999999999.00,"ND","ND",1.00
394,1.00,24.00,"ND","Sciurus alleni ?",607.00,1,1,"C",999999999.00,999999999.00,"ND","ND",1.00
395,1.00,24.00,"ND","Thomomys bottae",667.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
396,1.00,24.00,"ND","Pappogeomys",642.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
397,1.00,24.00,"ND","Pappogeomys castanops",644.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
398,1.00,24.00,"ND","Heterogeomys onerosus",661.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
399,1.00,24.00,"ND","Liomys irroratus",707.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
400,1.00,24.00,"ND","Reithrodontomys megalotis",854.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
401,1.00,24.00,"ND","Peromyscus boylii",801.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
402,1.00,24.00,"ND","Sigmodon hispidus",872.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
403,1.00,24.00,"ND","Neotoma albigula",750.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
404,1.00,24.00,"ND","Microtus mexicanus",739.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
405,1.00,24.00,"ND","Synaptomys cooperi",877.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
406,1.00,24.00,"ND","Erethizon dorsatum",886.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
407,1.00,24.00,"ND","Canis dirus",316.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
408,1.00,24.00,"ND","Tremarctos mexicanus",406.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
409,1.00,24.00,"ND","Ursus americanus",408.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
410,1.00,24.00,"ND","Bassariscus sonoitensis",388.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
411,1.00,24.00,"ND","Mustela reliquus",365.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
412,1.00,24.00,"ND","Taxidea taxus",373.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
413,1.00,24.00,"ND","Spilogale putorius",369.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
414,1.00,24.00,"ND","Mephitis mephitis",363.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
415,1.00,24.00,"ND","Conepatus mesoleucus",351.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
416,1.00,24.00,"ND","Felis onca",338.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
417,1.00,24.00,"ND","Felis atrox",337.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
418,1.00,24.00,"ND","Smilodon",345.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
419,1.00,24.00,"ND","Equus conversidens",505.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
420,1.00,24.00,"ND","Camelidae",536.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
421,1.00,24.00,"ND","Odocoileus",557.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
422,1.00,24.00,"ND","Stockoceros conklingi",567.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
423,1.00,24.00,"ND","Preptoceras",583.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
424,1.00,25.00,"ND","Bassariscus sonoitensis",388.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
425,1.00,26.00,"ND","Sorex cinereus",69.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
426,1.00,26.00,"ND","Sorex saussurei",76.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
427,1.00,26.00,"ND","Cryptotis mexicana",60.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
428,1.00,26.00,"ND","Corynorhinus tetralophodon",221.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
429,1.00,26.00,"ND","Liomys sp.",710.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
430,1.00,26.00,"ND","Reithrodontomys megalotis",854.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
431,1.00,26.00,"ND","Synaptomys cooperi",877.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
432,1.00,26.00,"ND","Urocyon cinereoargenteus",325.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
433,1.00,26.00,"ND","Ursus americanus",408.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
434,1.00,26.00,"ND","Sylvilagus leonensis",924.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
435,1.00,26.00,"ND","Stockoceros conklingi",567.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
436,1.00,26.00,"ND","Asinus conversidens",505.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
437,1.00,27.00,"ND","Reithrodontomys megalotis",854.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
438,1.00,28.00,"ND","Desmodus stocki",147.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
439,1.00,29.00,"ND","Sorex cinereus",69.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
440,1.00,29.00,"ND","Sorex saussurei",76.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
441,1.00,29.00,"ND","Cryptotis mexicana",60.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
442,1.00,29.00,"ND","Corynorhinus tetralophodon",221.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
443,1.00,29.00,"ND","Nothrotherium",50.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
444,1.00,29.00,"ND","Sylvilagus leonensis",924.00,1,1,"S",1.00,70.00,"ND","ND",1.00
445,1.00,29.00,"ND","Sylvilagus sp.",926.00,1,1,"S",999999999.00,31.00,"ND","ND",1.00
446,1.00,29.00,"ND","Marmota",605.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
447,1.00,29.00,"ND","Spermophilus cf. spilosoma",628.00,1,1,"P",999999999.00,1.00,"ND","ND",1.00
448,1.00,29.00,"ND","Thomomys bottae",667.00,1,1,"S",999999999.00,5.00,"ND","ND",1.00
449,1.00,29.00,"ND","Cratogeomys castanops",644.00,1,1,"S",999999999.00,7.00,"ND","ND",1.00
450,1.00,29.00,"ND","Cratogeomys sp.",651.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
451,1.00,29.00,"ND","Heterogeomys n. sp.",662.00,1,1,"S",999999999.00,9.00,"ND","ND",1.00
452,1.00,29.00,"ND","Liomys irroratus",707.00,1,1,"S",4.00,7.00,"ND","ND",1.00
453,1.00,29.00,"ND","Peromyscus boylii",801.00,1,1,"S",999999999.00,14.00,"ND","ND",1.00
454,1.00,29.00,"ND","Sigmodon hispidus",872.00,1,1,"S",999999999.00,27.00,"ND","ND",1.00
455,1.00,29.00,"ND","Reithrodontomys megalotis",854.00,1,1,"S",999999999.00,20.00,"ND","ND",1.00
456,1.00,29.00,"ND","Neotoma albigula",750.00,1,1,"S",999999999.00,96.00,"ND","ND",1.00
457,1.00,29.00,"ND","Synaptomys cooperi",877.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
458,1.00,29.00,"ND","Microtus mexicanus",739.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
459,1.00,29.00,"ND","Erethizon dorsatum",886.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
460,1.00,29.00,"ND","Canis dirus",316.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
461,1.00,29.00,"ND","Tremarctos mexicanus",406.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
462,1.00,29.00,"ND","Euarctos near americanus",408.00,1,1,"P",999999999.00,999999999.00,"ND","ND",1.00
463,1.00,29.00,"ND","Bassariscus astutus",388.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
464,1.00,29.00,"ND","Conepatus sp.",351.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
465,1.00,29.00,"ND","Mephitis macroura",364.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
466,1.00,29.00,"ND","Spilogale sp.",369.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
467,1.00,29.00,"ND","Taxidea taxus",373.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
468,1.00,29.00,"ND","Felis atrox",337.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
469,1.00,29.00,"ND","Felis onca",338.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
470,1.00,29.00,"ND","Smilodon",345.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
471,1.00,29.00,"ND","Equus conversidens",505.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
472,1.00,29.00,"ND","Odocoileus",557.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
473,1.00,29.00,"ND","Stockoceros conklingi",567.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
474,1.00,29.00,"ND","Preptoceras",583.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
475,1.00,30.00,"ND","Leptonycteris nivalis",162.00,1,1,"S",999999999.00,73.00,"ND","ND",1.00
476,1.00,30.00,"ND","Desmodus stocki",147.00,1,1,"S",999999999.00,13.00,"ND","ND",1.00
477,1.00,30.00,"ND","Eptesicus cf. grandis",224.00,1,1,"P",999999999.00,1.00,"ND","ND",1.00
478,1.00,30.00,"ND","Lasiurus cinereus",235.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
