"IDPUBLICACION","ORDEN_EN_CITA","IDAUTORPUB","APELLIDO_PATERNO","APELLIDO_MATERNO","NOMBRE","ABREVIADO"
328.00,1.00,210.00,"White","ND","John A.","ND"
329.00,1.00,444.00,"Villada","ND","Manuel M.","ND"
330.00,1.00,305.00,"Valadez","ND","Raúl","ND"
330.00,2.00,218.00,"Manzanilla","ND","Linda","ND"
331.00,1.00,132.00,"Lundelius","ND","Ernest L., Jr.","ND"
332.00,1.00,59.00,"Agenbroad","ND","Larry D.","ND"
333.00,1.00,211.00,"Frick","ND","Childs","ND"
334.00,1.00,212.00,"King","ND","James E","ND"
334.00,2.00,174.00,"Saunders","ND","Jeffrey J.","ND"
335.00,1.00,134.00,"Mc Donald","ND","Jerry N.","ND"
336.00,1.00,57.00,"Ferrusquía-","Villafranca","Ismael","ND"
337.00,1.00,379.00,"Lorenzo","ND","José Luis","ND"
337.00,2.00,380.00,"Mirambell","ND","Lorena","ND"
338.00,1.00,213.00,"Emslie","ND","Steven D.","ND"
338.00,2.00,214.00,"Morgan","ND","Gary S.","ND"
339.00,1.00,215.00,"Mones","ND","Alvaro","ND"
340.00,1.00,81.00,"Dalquest","ND","Walter W.","ND"
340.00,2.00,216.00,"Schultz","ND","Gerald E.","ND"
341.00,1.00,180.00,"Johnson","ND","Eileen","ND"
342.00,1.00,235.00,"Osborn","ND","Henry Fairfield","ND"
343.00,1.00,144.00,"Niederberger","ND","Christine Betton","ND"
344.00,1.00,217.00,"Mooser","ND","Oswaldo","ND"
345.00,1.00,446.00,"Müellerried","ND","Federico K. G.","ND"
346.00,1.00,305.00,"Valadez","ND","Raúl","ND"
347.00,1.00,218.00,"Manzanilla","ND","Linda","ND"
348.00,1.00,379.00,"Lorenzo","ND","José Luis","ND"
348.00,2.00,380.00,"Mirambell","ND","Lorena","ND"
349.00,1.00,16.00,"Harris","ND","Arthur H.","ND"
350.00,1.00,264.00,"Arroyo-","Cabrales","Joaquín","ND"
351.00,1.00,219.00,"Woodman","ND","Neal","ND"
352.00,1.00,218.00,"Manzanilla","ND","Linda","ND"
353.00,1.00,220.00,"Goodwin","ND","Thomas H.","ND"
354.00,1.00,221.00,"Mena","De la Peña","Bertha","ND"
355.00,1.00,222.00,"Valencia","Cruz","Daniel J.","ND"
355.00,2.00,479.00,"Guzmán","Gutiérrez","J. Rubén","ND"
356.00,1.00,224.00,"Starbuck","ND","David Robert","ND"
357.00,1.00,241.00,"Polaco","Ramos","Oscar J.","ND"
358.00,1.00,225.00,"Mellink","ND","Eric","ND"
359.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
360.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
361.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
362.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
363.00,1.00,226.00,"De Terra","ND","Helmut","ND"
364.00,1.00,348.00,"Winans","ND","Melissa Constance","ND"
365.00,1.00,228.00,"Kurtén","ND","Björn","ND"
365.00,2.00,2.00,"Anderson","ND","Elaine","ND"
366.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
367.00,1.00,258.00,"De Lachica","ND","Francisco B.","ND"
368.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
369.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
370.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
371.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
372.00,1.00,3.00,"Engestrom","ND","M. D.","ND"
372.00,2.00,4.00,"Wilson","ND","D. E.","ND"
374.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
375.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
376.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
377.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
378.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
379.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
380.00,1.00,258.00,"De Lachica","ND","F.","ND"
381.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
382.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
383.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
386.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
387.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
388.00,1.00,241.00,"Polaco","ND","O. J.","ND"
389.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
390.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
391.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
392.00,1.00,241.00,"Polaco","ND","O. J.","ND"
393.00,1.00,241.00,"Polaco","ND","O. J.","ND"
394.00,1.00,234.00,"Alvarez","ND","T.","ND"
394.00,2.00,241.00,"Polaco","ND","O. J.","ND"
395.00,1.00,241.00,"Polaco","ND","O. J.","ND"
396.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
398.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
399.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
400.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
401.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
402.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
403.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
404.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
405.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
406.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
407.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
408.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
409.00,1.00,72.00,"Aviña","ND","Clemencia E.","ND"
409.00,2.00,234.00,"Alvarez","ND","Ticul","ND"
410.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
411.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
412.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
413.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
414.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
415.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
416.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
417.00,1.00,389.00,"Guevara","Sánchez","Arturo","ND"
418.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
419.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
420.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
421.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
422.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
423.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
424.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
425.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
426.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
427.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
428.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
429.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
430.00,1.00,218.00,"Manzanilla","ND","L.","ND"
430.00,2.00,493.00,"Serra","ND","M. C.","ND"
431.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
432.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
433.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
434.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
435.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
436.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
437.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
438.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
440.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
441.00,1.00,241.00,"Polaco","ND","Óscar J.","ND"
441.00,2.00,163.00,"Butrón","M.","Ligia","ND"
442.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
443.00,1.00,241.00,"Polaco","ND","Oscar J.","ND"
443.00,2.00,285.00,"Guzmán","ND","Ana Fabiola","ND"
444.00,1.00,72.00,"Aviña","ND","Clemencia E.","ND"
445.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
446.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
447.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
448.00,1.00,70.00,"Anónimo","ND","ND","ND"
449.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
450.00,1.00,235.00,"Osborn","ND","Henry Fairfield","ND"
451.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
452.00,1.00,241.00,"Polaco","ND","O. J.","ND"
453.00,1.00,241.00,"Polaco","ND","O. J.","ND"
454.00,1.00,460.00,"Hernandez","Lascares","Delfino","ND"
455.00,1.00,264.00,"Arroyo","ND","J.","ND"
455.00,2.00,280.00,"Valentín","ND","N.","ND"
457.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
458.00,1.00,241.00,"Polaco","ND","O. J.","ND"
459.00,1.00,295.00,"Ocaña","ND","A.","ND"
459.00,2.00,245.00,"Porras","ND","D.","ND"
460.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
461.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
462.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
463.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
464.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
465.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
466.00,1.00,241.00,"Polaco","ND","O. J.","ND"
467.00,1.00,264.00,"Arroyo","Cabrales","Joaquín","ND"
467.00,2.00,24.00,"Ray","ND","Clayton E.","ND"
468.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
469.00,1.00,241.00,"Polaco","ND","O. J.","ND"
469.00,2.00,234.00,"Alvarez","ND","T.","ND"
470.00,1.00,241.00,"Polaco","ND","O. J.","ND"
470.00,2.00,295.00,"Ocaña","ND","A.","ND"
471.00,1.00,234.00,"Alvarez","S.","Ticul","ND"
471.00,2.00,241.00,"Polaco","R.","O.","ND"
472.00,1.00,241.00,"Polaco","ND","O. J.","ND"
472.00,2.00,234.00,"Alvarez","ND","Ticul","ND"
473.00,1.00,241.00,"Polaco","ND","O. J.","ND"
473.00,2.00,295.00,"Ocaña","ND","A.","ND"
474.00,1.00,241.00,"Polaco","ND","O. J.","ND"
475.00,1.00,241.00,"Polaco","ND","O. J.","ND"
476.00,1.00,241.00,"Polaco","ND","Oscar J.","ND"
477.00,1.00,241.00,"Polaco","ND","O. J.","ND"
478.00,1.00,241.00,"Polaco","ND","O. J.","ND"
479.00,1.00,241.00,"Polaco","ND","O. J.","ND"
480.00,1.00,241.00,"Polaco","ND","O. J.","ND"
481.00,1.00,241.00,"Polaco","ND","O. J.","ND"
482.00,1.00,241.00,"Polaco","ND","O. J.","ND"
483.00,1.00,241.00,"Polaco","ND","O. J.","ND"
484.00,1.00,241.00,"Polaco","ND","O. J.","ND"
485.00,1.00,241.00,"Polaco","ND","Oscar J.","ND"
486.00,1.00,241.00,"Polaco","Ramos","O. J.","ND"
487.00,1.00,264.00,"Arroyo","Cabrales","Joaquín","ND"
488.00,1.00,57.00,"Ferrusquía-","Villafranca","Ismael","ND"
489.00,1.00,305.00,"Valadez","Azúa","Raúl","ND"
490.00,1.00,495.00,"Armenta","Camacho","Juan","ND"
491.00,1.00,295.00,"Ocaña","Marín","Aurelio","ND"
492.00,1.00,258.00,"De Lachica","ND","F.","ND"
493.00,1.00,244.00,"Lachica","ND","Francisco","ND"
493.00,2.00,234.00,"Alvarez","ND","Ticul","ND"
494.00,1.00,234.00,"Alvarez","S.","Ticul","ND"
495.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
496.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
497.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
498.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
499.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
500.00,1.00,70.00,"Anónimo","ND","ND","ND"
501.00,1.00,234.00,"Alvarez","ND","T.","ND"
501.00,2.00,295.00,"Ocaña","ND","A.","ND"
502.00,1.00,259.00,"Carrera","G.","Ma. V. Silvia","ND"
503.00,1.00,295.00,"Ocaña","ND","A.","ND"
503.00,2.00,245.00,"Porras","ND","D.","ND"
504.00,1.00,295.00,"Ocaña","ND","A.","ND"
504.00,2.00,245.00,"Porras","ND","D.","ND"
505.00,1.00,245.00,"Porras","ND","D.","ND"
505.00,2.00,295.00,"Ocaña","ND","A.","ND"
506.00,1.00,245.00,"Porras","Díaz","Demetrio","ND"
507.00,1.00,245.00,"Porras","ND","D.","ND"
508.00,1.00,246.00,"Carrillo","Montiel","Enrique","ND"
509.00,1.00,246.00,"Carrillo","Montiel","Enrique","ND"
510.00,1.00,247.00,"Seymour","ND","Kevin Lloyd","ND"
511.00,1.00,248.00,"Hibbard","ND","Claude W.","ND"
512.00,1.00,259.00,"Carrera","G.","Ma. V. Silvia","ND"
513.00,1.00,245.00,"Porras","ND","D.","ND"
513.00,2.00,295.00,"Ocaña","ND","A.","ND"
514.00,1.00,258.00,"De Lachica","ND","Francisco B.","ND"
515.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
516.00,1.00,250.00,"Russell","ND","Robert J.","ND"
517.00,1.00,28.00,"Russell","ND","Robert J.","ND"
518.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
519.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
520.00,1.00,251.00,"Saucedo","Ovalle","Antonio","ND"
521.00,1.00,241.00,"Polaco","ND","O. J.","ND"
522.00,1.00,234.00,"Alvarez","S.","Ticul","ND"
523.00,1.00,252.00,"Pinsof","ND","John D.","ND"
524.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
525.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
526.00,1.00,264.00,"Arroyo","Cabrales","Joaquín","ND"
527.00,1.00,259.00,"Carrera","G.","Ma. V. Silvia","ND"
528.00,1.00,241.00,"Polaco","ND","O. J.","ND"
528.00,2.00,234.00,"Alvarez","ND","T.","ND"
529.00,1.00,92.00,"Edmund","ND","A. Gordon","ND"
530.00,1.00,255.00,"Becquelin","ND","Pierre","ND"
530.00,2.00,256.00,"Baudez","ND","Claude F.","ND"
531.00,1.00,241.00,"Polaco","ND","O. J.","ND"
532.00,1.00,259.00,"Carrera","ND","S.","ND"
533.00,1.00,258.00,"De Lachica","ND","Francisco","ND"
534.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
535.00,1.00,234.00,"Alvarez","S.","Ticul","ND"
536.00,1.00,245.00,"Porras","ND","D.","ND"
536.00,2.00,295.00,"Ocaña","ND","A.","ND"
537.00,1.00,295.00,"Ocaña","ND","A.","ND"
537.00,2.00,245.00,"Porras","ND","D.","ND"
538.00,1.00,259.00,"Carrera","ND","Silvia","ND"
538.00,2.00,295.00,"Ocaña","ND","Aurelio","ND"
539.00,1.00,264.00,"Arroyo","Cabrales","Joaquín","ND"
540.00,1.00,260.00,"Richards","ND","Ronald L.","ND"
540.00,2.00,261.00,"Churcher","ND","C. S.","ND"
540.00,3.00,262.00,"Turnbull","ND","William D.","ND"
541.00,1.00,264.00,"Arroyo","Cabrales","Joaquín","ND"
542.00,1.00,234.00,"Alvarez","ND","T.","ND"
543.00,1.00,234.00,"Alvarez","S.","Ticul","ND"
544.00,1.00,264.00,"Arroyo","Cabrales","Joaquín","ND"
545.00,1.00,265.00,"Barbour","ND","Clyde E.","ND"
546.00,1.00,354.00,"Carranza-","Castañeda","Oscar","ND"
546.00,2.00,142.00,"Miller","ND","Wade E.","ND"
547.00,1.00,433.00,"Del Castillo","ND","Antonio","ND"
548.00,1.00,298.00,"Barrios","Rivera","Hiram","ND"
549.00,1.00,266.00,"Miller","ND","Loye","ND"
550.00,1.00,267.00,"Mead","ND","Jim I.","ND"
550.00,2.00,59.00,"Agenbroad","ND","Larry D.","ND"
550.00,3.00,268.00,"Phillips","ND","Arthur M. III","ND"
550.00,4.00,269.00,"Middleton","ND","Larry T.","ND"
551.00,1.00,267.00,"Mead","ND","Jim I.","ND"
551.00,2.00,270.00,"Lawler","ND","Mark C.","ND"
552.00,1.00,25.00,"Naples","ND","Virginia L.","ND"
553.00,1.00,241.00,"Polaco","ND","O. J.","ND"
554.00,1.00,241.00,"Polaco","ND","O. J.","ND"
555.00,1.00,241.00,"Polaco","ND","Oscar J.","ND"
556.00,1.00,241.00,"Polaco","ND","O. J.","ND"
557.00,1.00,241.00,"Polaco","ND","O. J.","ND"
558.00,1.00,241.00,"Polaco","ND","O. J.","ND"
559.00,1.00,241.00,"Polaco","ND","Oscar J.","ND"
560.00,1.00,280.00,"Valentín","Maldonado","Norma","ND"
561.00,1.00,280.00,"Valentín","M.","Norma","ND"
562.00,1.00,228.00,"Kurtén","ND","Björn","ND"
562.00,2.00,272.00,"Werdelin","ND","Lars","ND"
563.00,1.00,273.00,"Conzatti","ND","C.","ND"
564.00,1.00,280.00,"Valentín","M.","N.","ND"
565.00,1.00,241.00,"Polaco","ND","O. J.","ND"
566.00,1.00,280.00,"Valentín","Maldonado","Norma","ND"
567.00,1.00,241.00,"Polaco","ND","Oscar J.","ND"
568.00,1.00,241.00,"Polaco","ND","Oscar J.","ND"
569.00,1.00,241.00,"Polaco","ND","Oscar J.","ND"
570.00,1.00,241.00,"Polaco","ND","Oscar J.","ND"
571.00,1.00,163.00,"Butrón","M.","Ligia","ND"
571.00,2.00,241.00,"Polaco","ND","O. J.","ND"
572.00,1.00,241.00,"Polaco","ND","Oscar J.","ND"
573.00,1.00,283.00,"Olivera","C.","Ma. Teresa","ND"
574.00,1.00,283.00,"Olivera","Carrasco","Ma. Teresa","ND"
575.00,1.00,283.00,"Olivera","ND","Ma. Teresa","ND"
575.00,2.00,241.00,"Polaco","ND","Oscar J.","ND"
576.00,1.00,283.00,"Olivera","Carrasco","Ma. Teresa","ND"
577.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
577.00,2.00,295.00,"Ocaña","ND","Aurelio","ND"
578.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
578.00,2.00,295.00,"Ocaña","ND","A.","ND"
579.00,1.00,264.00,"Arroyo","Cabrales","Joaquín","ND"
580.00,1.00,264.00,"Arroyo","Cabrales","Joaquín","ND"
581.00,1.00,241.00,"Polaco","ND","Oscar J.","ND"
582.00,1.00,280.00,"Valentín","Maldonado","Norma","ND"
583.00,1.00,389.00,"Guevara","Sánchez","Arturo","ND"
584.00,1.00,241.00,"Polaco","ND","O. J.","ND"
584.00,2.00,283.00,"Olivera","ND","Ma. Teresa","ND"
585.00,1.00,280.00,"Valentín","Maldonado","Norma","ND"
586.00,1.00,241.00,"Polaco","R.","Oscar J.","ND"
587.00,1.00,234.00,"Alvarez","ND","T.","ND"
587.00,2.00,295.00,"Ocaña","ND","A.","ND"
587.00,3.00,280.00,"Valentín","ND","N.","ND"
588.00,1.00,234.00,"Alvarez","ND","T.","ND"
588.00,2.00,295.00,"Ocaña","M.","A.","ND"
589.00,1.00,264.00,"Arroyo","C.","Joaquín","ND"
589.00,2.00,293.00,"Corona","ND","Eduardo","ND"
590.00,1.00,241.00,"Polaco","ND","Oscar J.","ND"
590.00,2.00,280.00,"Valentín","ND","Norma","ND"
591.00,1.00,487.00,"Serra","Puche","Mari Carmen","ND"
591.00,2.00,305.00,"Valadez","Azúa","Raúl","ND"
592.00,1.00,281.00,"Morgan","ND","J. K.","ND"
592.00,2.00,282.00,"Morgan","ND","Niel H.","ND"
593.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
593.00,2.00,295.00,"Ocaña","ND","Aurelio","ND"
594.00,1.00,241.00,"Polaco","ND","O. J.","ND"
595.00,1.00,280.00,"Valentín","Maldonado","Norma","ND"
596.00,1.00,264.00,"Arroyo","Cabrales","Joaquín","ND"
597.00,1.00,241.00,"Polaco","ND","Oscar J.","ND"
598.00,1.00,264.00,"Arroyo","Cabrales","Joaquín","ND"
599.00,1.00,280.00,"Valentín","Maldonado","Norma","ND"
600.00,1.00,283.00,"Olivera","Carrasco","Ma. Teresa","ND"
601.00,1.00,241.00,"Polaco","ND","Oscar J.","ND"
602.00,1.00,241.00,"Polaco","ND","Oscar J.","ND"
602.00,2.00,296.00,"Soto-","T.","Heriberto","ND"
603.00,1.00,283.00,"Olivera","Carrasco","Ma. Teresa","ND"
604.00,1.00,264.00,"Arroyo","Cabrales","Joaquín","ND"
605.00,1.00,241.00,"Polaco","ND","Oscar J.","ND"
605.00,2.00,285.00,"Guzmán","ND","Ana Fabiola","ND"
606.00,1.00,241.00,"Polaco","ND","Oscar J.","ND"
606.00,2.00,285.00,"Guzmán","ND","Ana F.","ND"
607.00,1.00,283.00,"Olivera","Carrasco","Ma. Teresa","ND"
608.00,1.00,280.00,"Valentín","Maldonado","Norma","ND"
609.00,1.00,295.00,"Ocaña","Marín","Aurelio","ND"
609.00,2.00,264.00,"Arroyo","Cabrales","Joaquín","ND"
610.00,1.00,288.00,"Martínez","Muriel","Alejandro","ND"
611.00,1.00,289.00,"Rodríguez-","Loubet","Francois","ND"
612.00,1.00,280.00,"Valentín","Maldonado","Norma","ND"
613.00,1.00,290.00,"Lindsay","ND","Everett H.","ND"
614.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
614.00,2.00,295.00,"Ocaña","ND","Aurelio","ND"
615.00,1.00,293.00,"Corona","Martínez","Eduardo","ND"
616.00,1.00,292.00,"Medrano","E.","Angélica Ma.","ND"
617.00,1.00,293.00,"Corona","M.","Eduardo","ND"
618.00,1.00,234.00,"Alvarez","ND","T.","ND"
618.00,2.00,295.00,"Ocaña","ND","A.","ND"
619.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
619.00,2.00,295.00,"Ocaña","ND","Aurelio","ND"
620.00,1.00,234.00,"Alvarez","ND","Ticul","ND"
620.00,2.00,295.00,"Ocaña","ND","Aurelio","ND"
621.00,1.00,296.00,"Soto","Toral","Heriberto","ND"
621.00,2.00,241.00,"Polaco","ND","Oscar J.","ND"
622.00,1.00,297.00,"Zúñiga","Arellano","Belem","ND"
623.00,1.00,285.00,"Guzmán","ND","Ana Fabiola","ND"
623.00,2.00,241.00,"Polaco","ND","Oscar J.","ND"
624.00,1.00,264.00,"Arroyo-","Cabrales","Joaquín","ND"
624.00,2.00,241.00,"Polaco","ND","Oscar J.","ND"
625.00,1.00,264.00,"Arroyo-","Cabrales","Joaquín","ND"
625.00,2.00,180.00,"Johnson","ND","Eileen","ND"
625.00,3.00,299.00,"Ralph","ND","Ronald W.","ND"
626.00,1.00,399.00,"Chávez","Torres","Román A.","ND"
626.00,2.00,400.00,"Sánchez","Nava","Pedro Fco.","ND"
627.00,1.00,434.00,"Bárcena","ND","Mariano","ND"
628.00,1.00,354.00,"Carranza-","Castañeda","Oscar","ND"
628.00,2.00,142.00,"Miller","ND","Wade E.","ND"
629.00,1.00,354.00,"Carranza-","Castañeda","Oscar","ND"
629.00,2.00,142.00,"Miller","ND","Wade E.","ND"
630.00,1.00,300.00,"Madden","ND","Cary T.","ND"
631.00,1.00,301.00,"Shoshasni","ND","Jeheskel","ND"
631.00,2.00,316.00,"et al. (sic)","ND","ND","ND"
632.00,1.00,302.00,"Scott","ND","Eric","ND"
633.00,1.00,305.00,"Valadez","Azúa","Raúl","ND"
634.00,1.00,305.00,"Valadez","A.","Raúl","ND"
634.00,2.00,313.00,"Paredes","G.","Blanca","ND"
635.00,1.00,305.00,"Valadez","A.","Raúl","ND"
635.00,2.00,487.00,"Serra","P.","Ma. del Carmen","ND"
635.00,3.00,304.00,"García","del C.","Haydeé","ND"
636.00,1.00,305.00,"Valadez","Azúa","Raúl","ND"
637.00,1.00,487.00,"Serra","Puche","Mari Carmen","ND"
637.00,2.00,305.00,"Valadez","Azúa","Raúl","ND"
638.00,1.00,305.00,"Valadez","ND","Raúl","ND"
638.00,2.00,313.00,"Paredes","G.","Blanca","ND"
639.00,1.00,313.00,"Paredes","G.","B.","ND"
639.00,2.00,305.00,"Valadez","A.","Raúl","ND"
640.00,1.00,305.00,"Valadez","Azúa","Raúl","ND"
641.00,1.00,305.00,"Valadez","Azúa","Raúl","ND"
642.00,1.00,355.00,"Montellano","ND","Marisol","ND"
643.00,1.00,234.00,"Alvarez","ND","T.","ND"
644.00,1.00,42.00,"Reynoso","ND","Victor H.","ND"
645.00,1.00,309.00,"Barba","ND","Luis","ND"
645.00,2.00,310.00,"Ludlow","ND","Beatriz","ND"
645.00,3.00,218.00,"Manzanilla","ND","Linda","ND"
645.00,4.00,305.00,"Valadez","ND","Raúl","ND"
646.00,1.00,355.00,"Montellano","ND","M.","ND"
646.00,2.00,312.00,"Castro","ND","H.","ND"
647.00,1.00,305.00,"Valadez","Azúa","Raúl","ND"
648.00,1.00,305.00,"Valadez","Azúa","Raúl","ND"
649.00,1.00,313.00,"Paredes","G.","Blanca","ND"
649.00,2.00,305.00,"Valadez","A.","Raúl","ND"
650.00,1.00,234.00,"Alvarez","S.","Ticul","ND"
651.00,1.00,379.00,"Lorenzo","ND","José Luis","ND"
652.00,1.00,315.00,"González-","Quintanilla V.","Fernando","ND"
653.00,1.00,68.00,"Arellano","ND","A. R. V.","ND"
654.00,1.00,317.00,"Shaw","ND","Christopher A.","ND"
655.00,1.00,318.00,"Maldonado-","Koerdell","Manuel","ND"
656.00,1.00,318.00,"Maldonado-","Koerdell","Manuel","ND"
657.00,1.00,70.00,"Anónimo","ND","ND","ND"
658.00,1.00,70.00,"Anónimo","ND","ND","ND"
659.00,1.00,70.00,"Anónimo","ND","ND","ND"
660.00,1.00,333.00,"Aveleyra","Arroyo de Anda","Luis","ND"
660.00,2.00,318.00,"Maldonado","Koerdell","Manuel","ND"
661.00,1.00,100.00,"García","Cook","A.","ND"
662.00,1.00,226.00,"De Terra","ND","Hemult","ND"
663.00,1.00,320.00,"Gidley","ND","James Williams","ND"
664.00,1.00,321.00,"Clements","ND","Thomas","ND"
665.00,1.00,226.00,"De Terra","ND","Hemult","ND"
667.00,1.00,139.00,"Martin","ND","Paul S.","ND"
667.00,2.00,322.00,"Sabels","ND","Bruno E.","ND"
667.00,3.00,323.00,"Shutler","ND","Drick, Jr.","ND"
668.00,1.00,324.00,"Graham","ND","Russell W.","ND"
669.00,1.00,325.00,"Eaton","ND","George F.","ND"
670.00,1.00,326.00,"Albritton","ND","Claude C., Jr.","ND"
671.00,1.00,325.00,"Eaton","ND","G. F.","ND"
672.00,1.00,328.00,"Sellards","ND","E. H.","ND"
673.00,1.00,329.00,"Morlan","ND","Richard E.","ND"
674.00,1.00,330.00,"Balfour","Gourlay","W.","ND"
675.00,1.00,235.00,"Osborn","ND","Henry Fairfield","ND"
676.00,1.00,331.00,"Brown","ND","Barnum","ND"
677.00,1.00,196.00,"Hester","ND","Jim J.","ND"
678.00,1.00,59.00,"Agenbroad","ND","Larry D.","ND"
679.00,1.00,78.00,"Cope","ND","E. D.","ND"
680.00,1.00,333.00,"Aveleyra","Arroyo de Anda","Luis","ND"
680.00,2.00,318.00,"Maldonado-","Koerdell","Manuel","ND"
681.00,1.00,334.00,"Roberts","ND","Frank H. H.","ND"
682.00,1.00,352.00,"Armillas","ND","Pedro","ND"
683.00,1.00,68.00,"Arellano","ND","A. R. V.","ND"
684.00,1.00,335.00,"Mason","ND","Ronald J.","ND"
684.00,2.00,336.00,"Irwin","ND","Carol","ND"
685.00,1.00,226.00,"De Terra","ND","Hemult","ND"
686.00,1.00,226.00,"De Terra","ND","Hemult","ND"
687.00,1.00,376.00,"González","Licón","Ernesto","ND"
688.00,1.00,78.00,"Cope","ND","E. D.","ND"
689.00,1.00,235.00,"Osborn","ND","Henry Fairfield","ND"
690.00,1.00,20.00,"Jones","ND","J. Knox, Jr.","ND"
690.00,2.00,337.00,"Genoways","ND","Hugh H.","ND"
691.00,1.00,338.00,"Szabo","ND","Barney J.","ND"
