"IDESPECIEVALIDA","IDCATEGORIA","IDNOMBREASCENDENTE","IDASCENDENTEOBLIGATORIO","TAXON_VALIDO","ORDEN","FAMILIA","GENERO","ESPECIE","FAUNMAP","ATLAS","AUTOR","AO","REFERENCIA_SEGUIDA","suma"
428.00,21.00,427.50,427.50,"Delphinus delphis","Cetacea","Delphinidae","Delphinus","delphis","ND","CEDEDELDEL","Linnaeus","1758",819.00,1.00
429.00,21.00,427.50,427.50,"Delphinus sp.","Cetacea","Delphinidae","Delphinus","sp.","ND","ND","ND","ND",999999999.00,1.00
429.50,15.00,427.00,427.00,"Feresa","Cetacea","Delphinidae","Feresa","ND","ND","ND","Gray","1870",819.00,1.00
430.00,21.00,429.50,429.50,"Feresa attenuata","Cetacea","Delphinidae","Feresa","attenuata","ND","CEDEFERATT","Gray","1875",819.00,1.00
431.00,21.00,429.50,429.50,"Feresa sp.","Cetacea","Delphinidae","Feresa","sp.","ND","ND","ND","ND",999999999.00,1.00
431.50,15.00,427.00,427.00,"Globicephala","Cetacea","Delphinidae","Globicephala","ND","ND","ND","Lesson","ND",819.00,1.00
432.00,21.00,431.50,431.50,"Globicephala macrorhynchus","Cetacea","Delphinidae","Globicephala","macrorhynchus","ND","CEDEGLOMAC","Gray","1846",819.00,1.00
433.00,21.00,431.50,431.50,"Globicephala sp.","Cetacea","Delphinidae","Globicephala","sp.","ND","ND","ND","ND",999999999.00,1.00
433.50,15.00,427.00,427.00,"Grampus","Cetacea","Delphinidae","Grampus","ND","ND","ND","Gray","1828",819.00,1.00
434.00,21.00,433.50,433.50,"Grampus griseus","Cetacea","Delphinidae","Grampus","griseus","ND","CEDEGRAGRI","(G. Cuvier)","1812",819.00,1.00
435.00,21.00,433.50,433.50,"Grampus sp.","Cetacea","Delphinidae","Grampus","sp.","ND","ND","ND","ND",999999999.00,1.00
435.50,15.00,427.00,427.00,"Lagenodelphis","Cetacea","Delphinidae","Lagenodelphis","ND","ND","ND","Fraser","1956",,1.00
436.00,21.00,435.50,435.50,"Lagenodelphis hosei","Cetacea","Delphinidae","Lagenodelphis","hosei","ND","CEDELAGHOS","Fraser","1956",,1.00
437.00,21.00,435.50,435.50,"Lagenodelphis sp.","Cetacea","Delphinidae","Lagenodelphis","sp.","ND","ND","ND","ND",999999999.00,1.00
437.50,15.00,427.00,427.00,"Lagenorhynchus","Cetacea","Delphinidae","Lagenorhynchus","ND","ND","ND","Gray","1846",,1.00
438.00,21.00,437.50,437.50,"Lagenorhynchus obliquidens","Cetacea","Delphinidae","Lagenorhynchus","obliquidens","ND","CEDELAGOBL","Gill","1865",,1.00
439.00,21.00,437.50,437.50,"Lagenorhynchus sp.","Cetacea","Delphinidae","Lagenorhynchus","sp.","ND","ND","ND","ND",999999999.00,1.00
439.50,15.00,427.00,427.00,"Lissodelphis","Cetacea","Delphinidae","Lissodelphis","ND","ND","ND","Gloger","1841",,1.00
440.00,21.00,439.50,439.50,"Lissodelphis borealis","Cetacea","Delphinidae","Lissodelphis","borealis","ND","CEDELISBOR","(Peale)","1848",,1.00
441.00,21.00,439.50,439.50,"Lissodelphis sp.","Cetacea","Delphinidae","Lissodelphis","sp.","ND","ND","ND","ND",999999999.00,1.00
441.50,15.00,427.00,427.00,"Orcinus","Cetacea","Delphinidae","Orcinus","ND","ND","ND","Fitzinger","1860",,1.00
442.00,21.00,441.50,441.50,"Orcinus orca","Cetacea","Delphinidae","Orcinus","orca","ND","CEDEORCORC","(Linnaeus)","1758",,1.00
443.00,21.00,441.50,441.50,"Orcinus sp.","Cetacea","Delphinidae","Orcinus","sp.","ND","ND","ND","ND",999999999.00,1.00
443.50,15.00,427.00,427.00,"Peponocephala","Cetacea","Delphinidae","Peponocephala","ND","ND","ND","Nishiwaki y Norris","1966",,1.00
444.00,21.00,443.50,443.50,"Peponocephala electra","Cetacea","Delphinidae","Peponocephala","electra","ND","CEDEPEPELE","(Gray)","1846",,1.00
445.00,21.00,443.50,443.50,"Peponocephala sp.","Cetacea","Delphinidae","Peponocephala","sp.","ND","ND","ND","ND",999999999.00,1.00
445.50,15.00,427.00,427.00,"Pseudorca","Cetacea","Delphinidae","Pseudorca","ND","ND","ND","Reinhardt","1862",,1.00
446.00,21.00,445.50,445.50,"Pseudorca crassidens","Cetacea","Delphinidae","Pseudorca","crassidens","ND","CEDEPSECRA","(Owen)","1846",,1.00
447.00,21.00,445.50,445.50,"Pseudorca sp.","Cetacea","Delphinidae","Pseudorca","sp.","ND","ND","ND","ND",999999999.00,1.00
447.50,15.00,427.00,427.00,"Stenella","Cetacea","Delphinidae","Stenella","ND","ND","ND","Gray","1866",,1.00
448.00,21.00,447.50,447.50,"Stenella attenuata","Cetacea","Delphinidae","Stenella","attenuata","ND","CEDESTEATT","(Gray)","1846",,1.00
449.00,21.00,447.50,447.50,"Stenella clymene","Cetacea","Delphinidae","Stenella","clymene","ND","CEDESTECLY","(Gray)","1846",,1.00
450.00,21.00,447.50,447.50,"Stenella coeruleoalba","Cetacea","Delphinidae","Stenella","coeruleoalba","ND","CEDESTECOE","(Meyen)","1833",,1.00
451.00,21.00,447.50,447.50,"Stenella frontalis","Cetacea","Delphinidae","Stenella","frontalis","ND","CEDESTEFRO","(G. Cuvier)","1829",,1.00
452.00,21.00,447.50,447.50,"Stenella longirostris","Cetacea","Delphinidae","Stenella","longirostris","ND","CEDESTELON","(Gray)","1828",,1.00
453.00,21.00,447.50,447.50,"Stenella sp.","Cetacea","Delphinidae","Stenella","sp.","ND","ND","ND","ND",999999999.00,1.00
453.50,15.00,427.00,427.00,"Steno","Cetacea","Delphinidae","Steno","ND","ND","ND","Gray","1846",,1.00
454.00,21.00,453.50,453.50,"Steno bredanensis","Cetacea","Delphinidae","Steno","bredanensis","ND","CEPHSTEBRE","(Lesson)","1828",,1.00
455.00,21.00,453.50,453.50,"Steno sp.","Cetacea","Delphinidae","Steno","sp.","ND","ND","ND","ND",999999999.00,1.00
455.50,15.00,427.00,427.00,"Tursiops","Cetacea","Delphinidae","Tursiops","ND","ND","ND","Gervais","1855",,1.00
456.00,21.00,455.50,455.50,"Tursiops sp.","Cetacea","Delphinidae","Tursiops","sp.","ND","ND","ND","ND",999999999.00,1.00
457.00,21.00,455.50,455.50,"Tursiops truncatus","Cetacea","Delphinidae","Tursiops","truncatus","TUtr","CEDETURTRU","(Montagu)","1821",,1.00
458.00,11.00,411.00,411.00,"Phocoenidae","Cetacea","Phocoenidae","ND","ND","PHE","ND","Gray","1825",,1.00
458.50,15.00,458.00,458.00,"Phocoena","Cetacea","Phocoenidae","Phocoena","ND","ND","ND","G. Cuvier","1817",,1.00
459.00,21.00,458.50,458.50,"Phocoena phocoena","Cetacea","Phocoenidae","Phocoena","phocoena","PNpn","CEDEPHOPHO","(Linnaeus)","1758",,1.00
460.00,21.00,458.50,458.50,"Phocoena sinus","Cetacea","Phocoenidae","Phocoena","sinus","ND","CEDEPHOSIN","Norris y McFarland","1958",,1.00
461.00,21.00,458.50,458.50,"Phocoena sp.","Cetacea","Phocoenidae","Phocoena","sp.","ND","ND","ND","ND",999999999.00,1.00
461.50,15.00,458.00,458.00,"Phocoenoides","Cetacea","Phocoenidae","Phocoenoides","ND","ND","ND","Andrews","1911",,1.00
462.00,21.00,461.50,461.50,"Phocoenoides dalli","Cetacea","Phocoenidae","Phocoenoides","dalli","ND","CEPHPHODAL","(True)","1885",,1.00
463.00,21.00,461.50,461.50,"Phocoenoides sp.","Cetacea","Phocoenidae","Phocoenoides","sp.","ND","ND","ND","ND",999999999.00,1.00
464.00,11.00,411.00,411.00,"Physeteridae","Cetacea","Physeteridae","ND","ND","KOG","ND","Gray","1821",,1.00
464.50,15.00,464.00,464.00,"Kogia","Cetacea","Physeteridae","Kogia","ND","ND","ND","Gray","1846",,1.00
465.00,21.00,464.50,464.50,"Kogia breviceps","Cetacea","Physeteridae","Kogia","breviceps","KObr","CEPHKOGBRE","(de Blainville)","1838",,1.00
466.00,21.00,464.50,464.50,"Kogia simus","Cetacea","Physeteridae","Kogia","simus","ND","CEPHKOGSIM","(Owen)","1866",,1.00
467.00,21.00,464.50,464.50,"Kogia sp.","Cetacea","Physeteridae","Kogia","sp.","ND","ND","ND","ND",999999999.00,1.00
467.50,15.00,464.00,464.00,"Physeter","Cetacea","Physeteridae","Physeter","ND","ND","ND","Linnaeus","1758",,1.00
468.00,21.00,467.50,467.50,"Physeter macrocephallus","Cetacea","Physeteridae","Physeter","macrocephallus","ND","CEPHPHYMAC","ND","ND",,1.00
469.00,21.00,467.50,467.50,"Physeter sp.","Cetacea","Physeteridae","Physeter","sp.","ND","ND","ND","ND",999999999.00,1.00
470.00,11.00,411.00,411.00,"Ziphiidae","Cetacea","Ziphiidae","ND","ND","ND","ND","Gray","1865",,1.00
470.50,15.00,470.00,470.00,"Berardius","Cetacea","Ziphiidae","Berardius","ND","ND","ND","Duvernoy","1851",,1.00
471.00,21.00,470.50,470.50,"Berardius bairdii","Cetacea","Ziphiidae","Berardius","bairdii","ND","CEZIBERBAI","Steineger","1833",,1.00
472.00,21.00,470.50,470.50,"Berardius sp.","Cetacea","Ziphiidae","Berardius","sp.","ND","ND","ND","ND",999999999.00,1.00
472.50,15.00,470.00,470.00,"Hyperoodon","Cetacea","Ziphiidae","Hyperoodon","ND","ND","ND","Lacpde","1804",,1.00
473.00,21.00,472.50,472.50,"Hyperoodon planifrons","Cetacea","Ziphiidae","Hyperoodon","planifrons","ND","CEZIHYPPLA","Flower","1882",,1.00
474.00,21.00,472.50,472.50,"Hyperoodon sp.","Cetacea","Ziphiidae","Hyperoodon","sp.","ND","ND","ND","ND",999999999.00,1.00
474.50,15.00,470.00,470.00,"Mesoplodon","Cetacea","Ziphiidae","Mesoplodon","ND","ND","ND","Gervais","1850",,1.00
475.00,21.00,474.50,474.50,"Mesoplodon carlhubbsi","Cetacea","Ziphiidae","Mesoplodon","carlhubbsi","ND","CEZIMESCAR","Moore","1963",,1.00
476.00,21.00,474.50,474.50,"Mesoplodon densirostris","Cetacea","Ziphiidae","Mesoplodon","densirostris","ND","CEZIMESDEN","(de Blainville)","1817",,1.00
477.00,21.00,474.50,474.50,"Mesoplodon europeaeus","Cetacea","Ziphiidae","Mesoplodon","europeaeus","ND","CEZIMESEUR","(Gervais)","1855",,1.00
478.00,21.00,474.50,474.50,"Mesoplodon ginkgodens","Cetacea","Ziphiidae","Mesoplodon","ginkgodens","ND","CEZIMESGIN","Nishiwaki y Kamiya","1958",,1.00
479.00,21.00,474.50,474.50,"Mesoplodon peruvianus","Cetacea","Ziphiidae","Mesoplodon","peruvianus","ND","CEZIMESPER","Reyes, Mead, Van Waerebeek","1991",,1.00
480.00,21.00,474.50,474.50,"Mesoplodon sp.","Cetacea","Ziphiidae","Mesoplodon","sp.","ND","ND","ND","ND",999999999.00,1.00
480.50,15.00,470.00,470.00,"Ziphius","Cetacea","Ziphiidae","Ziphius","ND","ND","ND","G. Cuvier","1823",,1.00
481.00,21.00,480.50,480.50,"Ziphius cavirostris","Cetacea","Ziphiidae","Ziphius","cavirostris","ND","CEZIAIPCAV","G. Cuvier","1823",,1.00
482.00,21.00,480.50,480.50,"Ziphius sp.","Cetacea","Ziphiidae","Ziphius","sp.","ND","ND","ND","ND",999999999.00,1.00
483.00,8.00,1000.00,1000.00,"Sirenia","Sirenia","ND","ND","ND","SIRE","ND","Illiger","1811",,1.00
484.00,11.00,483.00,483.00,"Trichechidae","Sirenia","Trichechidae","ND","ND","TRI","ND","Gill","1872",,1.00
484.50,15.00,484.00,484.00,"Trichechus","Sirenia","Trichechidae","Trichechus","ND","ND","ND","Linnaeus","1758",,1.00
485.00,21.00,484.50,484.50,"Trichechus manatus","Sirenia","Trichechidae","Trichechus","manatus","TCma","SITRTRIMAN","Linnaeus","1758",,1.00
486.00,21.00,484.50,484.50,"Trichechus sp.","Sirenia","Trichechidae","Trichechus","sp.","ND","ND","ND","ND",999999999.00,1.00
487.00,8.00,1000.00,1000.00,"Proboscidea","Proboscidea","ND","ND","ND","PROB","ND","Illiger","1811",,1.00
488.00,11.00,487.00,487.00,"Mammutidae","Proboscidea","Mammutidae","ND","ND","MAM","ND","ND","ND",,1.00
488.50,15.00,488.00,488.00,"Mammut","Proboscidea","Mammutidae","Mammut","ND","ND","ND","ND","ND",,1.00
489.00,21.00,488.50,488.50,"Mammut americanum","Proboscidea","Mammutidae","Mammut","americanum","MNam","ND","(Kerr)","1791",,1.00
490.00,21.00,488.50,488.50,"Mammut sp.","Proboscidea","Mammutidae","Mammut","sp.","ND","ND","ND","ND",999999999.00,1.00
491.00,11.00,487.00,487.00,"Gomphotheriidae","Proboscidea","Gomphotheriidae","ND","ND","ND","ND","ND","ND",,1.00
491.50,15.00,491.00,491.00,"Cuvieronius","Proboscidea","Gomphotheriidae","Cuvieronius","ND","ND","ND","Osborn","1923",,1.00
491.70,21.00,491.50,491.50,"Cuvieronius tropicus","Proboscidea","Gomphotheriidae","Cuvieronius","tropicus","ND","ND","ND","ND",999999999.00,1.00
492.00,21.00,491.50,491.50,"Cuvieronius sp.","Proboscidea","Gomphotheriidae","Cuvieronius","sp.","ND","ND","ND","ND",999999999.00,1.00
492.50,15.00,491.00,491.00,"Stegomastodon","Proboscidea","Gomphotheriidae","Stegomastodon","ND","ND","ND","(Pohlig)","1912",,1.00
493.00,21.00,492.50,492.50,"Stegomastodon mirificus","Proboscidea","Gomphotheriidae","Stegomastodon","mirificus","ND","ND","(Leidy)","1858",,1.00
494.00,21.00,492.50,492.50,"Stegomastodon sp.","Proboscidea","Gomphotheriidae","Stegomastodon","sp.","ND","ND","ND","ND",999999999.00,1.00
495.00,11.00,487.00,487.00,"Elephantidae","Proboscidea","Elephantidae","ND","ND","ELE","ND","Gray","1821",,1.00
495.50,15.00,495.00,495.00,"Mammuthus","Proboscidea","Elephantidae","Mammuthus","ND","ND","ND","Burnett","1830",,1.00
496.00,21.00,495.00,495.00,"Mammuthus columbi","Proboscidea","Elephantidae","Mammuthus","columbi","MMco","ND","(Falconer)","1857",,1.00
497.00,21.00,495.00,495.00,"Mammuthus imperator","Proboscidea","Elephantidae","Mammuthus","imperator","MMim","ND","(Leidy)","1858",,1.00
497.50,21.00,495.00,495.00,"Mammuthus primigenius","Proboscidea","Elephantidae","Mammuthus","primigenius","MM","ND","ND","ND",,1.00
498.00,21.00,495.00,495.00,"Mammuthus sp.","Proboscidea","Elephantidae","Mammuthus","sp.","MM","ND","ND","ND",999999999.00,1.00
499.00,8.00,1000.00,1000.00,"Perissodactyla","Perissodactyla","ND","ND","ND","PERI","ND","Owen","1848",,1.00
500.00,11.00,499.00,499.00,"Equidae","Perissodactyla","Equidae","ND","ND","EQU","ND","Gray","1821",,1.00
500.50,15.00,500.50,500.50,"Equus","Perissodactyla","Equidae","Equus","ND","ND","ND","Linnaeus","1758",,1.00
501.00,21.00,500.50,500.50,"Equus alaskae","Perissodactyla","Equidae","Equus","alaskae","ND","ND","ND","ND",,1.00
502.00,21.00,500.50,500.50,"Equus caballus","Perissodactyla","Equidae","Equus","caballus","EQca","ND","Linnaeus","1758",,1.00
503.00,21.00,500.50,500.50,"Equus calobatus","Perissodactyla","Equidae","Equus","calobatus","EQcl","ND","Troxell","1915",,1.00
504.00,21.00,500.50,500.50,"Equus complicatus","Perissodactyla","Equidae","Equus","complicatus","EQcm","ND","Leidy","1858",,1.00
505.00,21.00,500.50,500.50,"Equus conversidens","Perissodactyla","Equidae","Equus","conversidens","EQco","ND","Owen","1869",,1.00
506.00,21.00,500.50,500.50,"Equus excelsus","Perissodactyla","Equidae","Equus","excelsus","EQex","ND","Leidy","1858",,1.00
507.00,21.00,500.50,500.50,"Equus francisci","Perissodactyla","Equidae","Equus","francisci","EQfr","ND","ND","ND",,1.00
508.00,21.00,500.50,500.50,"Equus fraternus","Perissodactyla","Equidae","Equus","fraternus","EQft","ND","ND","ND",,1.00
509.00,21.00,500.50,500.50,"Equus giganteus","Perissodactyla","Equidae","Equus","giganteus","EQgi","ND","Gidley","1901",,1.00
510.00,21.00,500.50,500.50,"Equus hemionus","Perissodactyla","Equidae","Equus","hemionus","EQhe","ND","Pallas","1775",,1.00
511.00,21.00,500.50,500.50,"Equus lambei","Perissodactyla","Equidae","Equus","lambei","EQlm","ND","Hay","1917",,1.00
512.00,21.00,500.50,500.50,"Equus mexicanus","Perissodactyla","Equidae","Equus","mexicanus","EQme","ND","Hibbard","1955",,1.00
513.00,21.00,500.50,500.50,"Equus niobrarensis","Perissodactyla","Equidae","Equus","niobrarensis","EQni","ND","Hay","1913",,1.00
514.00,21.00,500.50,500.50,"Equus occidentalis","Perissodactyla","Equidae","Equus","occidentalis","EQoc","ND","Leidy","1865",,1.00
515.00,21.00,500.50,500.50,"Equus parastylidens","Perissodactyla","Equidae","Equus","parastylidens","EQpa","ND","Mooser","1959",,1.00
516.00,21.00,500.50,500.50,"Equus pacificus","Perissodactyla","Equidae","Equus","pacificus","EQpc","ND","ND","ND",,1.00
517.00,21.00,500.50,500.50,"Equus scotti","Perissodactyla","Equidae","Equus","scotti","EQsc","ND","Gidley","1900",,1.00
518.00,21.00,500.50,500.50,"Equus sp.","Perissodactyla","Equidae","Equus","sp.","EQ","ND","ND","ND",999999999.00,1.00
519.00,21.00,500.50,500.50,"Equus tau","Perissodactyla","Equidae","Equus","tau","EQta","ND","Owen","1869",,1.00
520.00,11.00,499.00,499.00,"Tapiridae","Perissodactyla","Tapiridae","ND","ND","TAP","ND","Gray","1821",,1.00
520.50,15.00,520.00,520.00,"Tapirus","Perissodactyla","Tapiridae","Tapirus","ND","ND","ND","Brnnich","1771",,1.00
521.00,21.00,520.50,520.50,"Tapirus bairdii","Perissodactyla","Tapiridae","Tapirus","bairdii","ND","PETATAPBAI","(Gill)","1865",,1.00
522.00,21.00,520.50,520.50,"Tapirus copei","Perissodactyla","Tapiridae","Tapirus","copei","TPco","ND","Simpson","1945",,1.00
523.00,21.00,520.50,520.50,"Tapirus haysii","Perissodactyla","Tapiridae","Tapirus","haysii","TPha","ND","ND","ND",,1.00
524.00,21.00,520.50,520.50,"Tapirus sp.","Perissodactyla","Tapiridae","Tapirus","sp.","TP","ND","ND","ND",999999999.00,1.00
525.00,11.00,499.00,499.00,"Rhinocerontidae","Perissodactyla","Rhinocerontidae","ND","ND","ND","ND","Gray","1821",,1.00
525.50,15.00,525.00,525.00,"Teloceras ?","Perissodactyla","Rhinocerontidae","Teloceras ?","ND","ND","ND","Hatcher","1894",,1.00
526.00,21.00,525.50,525.50,"Teloceras ? sp.","Perissodactyla","Rhinocerontidae","Teloceras ?","sp.","ND","ND","ND","ND",999999999.00,1.00
527.00,8.00,1000.00,1000.00,"Artiodactyla","Artiodactyla","ND","ND","ND","ARTI","ND","Owen","1848",,1.00
528.00,11.00,527.00,527.00,"Tayassuidae","Artiodactyla","Tayassuidae","ND","ND","TAY","ND","Palmer","1897",819.00,1.00
528.50,15.00,528.00,528.00,"Pecari","Artiodactyla","Tayassuidae","Pecari","ND","ND","ND","Reichenbach","1835",819.00,1.00
529.00,21.00,528.50,528.50,"Pecari sp.","Artiodactyla","Tayassuidae","Pecari","sp.","ND","ND","ND","ND",999999999.00,1.00
530.00,21.00,528.50,528.50,"Pecari tajacu","Artiodactyla","Tayassuidae","Pecari","tajacu","TYta","AETATAYTAJ","(Linnaeus)","1758",819.00,1.00
530.50,15.00,528.00,528.00,"Platygonus","Artiodactyla","Tayassuidae","Platygonus","ND","ND","ND","Le Conte","1848",,1.00
530.70,21.00,530.50,530.50,"Platygonus alemanii","Artiodactyla","Tayassuidae","Platygonus","alemanii","ND","ND","Dugs","1887",,1.00
531.00,21.00,530.50,530.50,"Platygonus compressus","Artiodactyla","Tayassuidae","Platygonus","compressus","PTco","ND","Le Conte","1848",295.00,1.00
532.00,21.00,530.50,530.50,"Platygonus sp.","Artiodactyla","Tayassuidae","Platygonus","sp.","PT","ND","ND","ND",999999999.00,1.00
533.00,21.00,528.00,528.00,"Platygonus ticuli","Artiodactyla","Tayassuidae","Platygonus","ticuli","ND","ND","Mones","1973",263.00,1.00
533.50,15.00,528.00,528.00,"Tayassu","Artiodactyla","Tayassuidae","Tayassu","ND","ND","ND","Fischer","1814",819.00,1.00
534.00,21.00,533.50,533.50,"Tayassu pecari","Artiodactyla","Tayassuidae","Tayassu","pecari","TYpc","ARTATAYPEC","(Link)","1795",819.00,1.00
535.00,21.00,533.50,533.50,"Tayassu sp.","Artiodactyla","Tayassuidae","Tayassu","sp.","TY","ND","ND","ND",999999999.00,1.00
536.00,11.00,527.00,527.00,"Camelidae","Artiodactyla","Camelidae","ND","ND","CAM","ND","Gray","1821",819.00,1.00
536.50,15.00,536.00,536.00,"Camelops","Artiodactyla","Camelidae","Camelops","ND","ND","ND","Leidy","1854",303.00,1.00
537.00,21.00,536.50,536.50,"Camelops minidokae","Artiodactyla","Camelidae","Camelops","minidokae","ND","ND","Hay","1927",303.00,1.00
538.00,21.00,536.50,536.50,"Camelops hesternus","Artiodactyla","Camelidae","Camelops","hesternus","Cmhe","ND","(Leidy)","1873",303.00,1.00
539.00,21.00,536.50,536.50,"Camelops mexicanus","Artiodactyla","Camelidae","Camelops","mexicanus","ND","ND","(del Castillo)","1869",161.00,1.00
540.00,21.00,536.50,536.50,"Camelops sp.","Artiodactyla","Camelidae","Camelops","sp.","CM","ND","ND","ND",999999999.00,1.00
541.00,21.00,536.50,536.50,"Camelops traviswhitei","Artiodactyla","Camelidae","Camelops","traviswhitei","CMtr","ND","Mooser y Dalquest","1975",88.00,1.00
